form_count,div_count,samp_count,ol_count,h3_count,link_count,figcaption_count,object_count,u_count,track_count,dd_count,code_count,h6_count,h4_count,li_count,em_count,progress_count,paragraph_count,select_count,header_count,button_count,caption_count,sub_count,dir_count,small_count,dialog_count,time_count,map_count,col_count,main_count,input_count,style_count,tr_count,dt_count,dl_count,filename,bold_count,tfoot_count,section_count,ins_count,source_count,td_count,output_count,h2_count,span_count,aside_count,textarea_count,blockquote_count,datalist_count,svg_count,mark_count,iframe_count,image_count,wbr_count,del_count,tbody_count,hr_count,meter_count,footer_count,colgroup_count,optgroup_count,article_count,thead_count,a_count,abbr_count,br_count,font_count,option_count,table_count,legend_count,th_count,area_count,noscript_count,script_count,canvas_count,keygen_count,bdi_count,video_count,h5_count,summary_count,pre_count,s_count,quotation_count,fieldset_count,audio_count,strong_count,bdo_count,address_count,nav_count,menu_count,label_count,kbd_count,h1_count,dfn_count,sup_count,cite_count,embed_count,details_count,i_count,var_count,figure_count,param_count,menuitem_count,ul_count,quality
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1061560_raw_html.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,51,0,0,6,10,0,0,0,0,0,0,0,3,34,0,0,7,0,0,0,0,0,0,1,0,0,1,0,0,15,1,0,0,0,106156_raw_html.txt,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,43,0,0,0,0,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0
2,171,0,1,8,33,0,0,0,0,0,0,0,0,62,0,0,71,2,2,0,0,0,0,1,0,1,0,0,0,11,4,0,0,0,1061620_raw_html.txt,0,0,1,0,0,0,0,1,55,0,1,0,0,0,0,0,31,0,0,0,0,0,1,0,0,1,0,76,0,0,0,117,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,3,0,1,0,0,0,0,0,17,0,1,0,0,12,0
4,98,0,0,4,12,0,0,0,0,0,0,0,0,18,13,0,12,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,106162_raw_html.txt,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,2,28,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
3,59,0,0,6,4,0,0,0,0,0,0,0,0,33,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,1061662_raw_html.txt,1,0,0,0,0,0,0,1,13,0,1,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,47,1,0,0,0,0,0,0,0,4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,9,0
3,84,0,0,4,9,0,0,0,0,0,0,1,3,127,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1061704_raw_html.txt,3,0,0,0,0,0,0,2,80,0,0,0,0,0,0,1,68,0,0,0,0,0,1,0,0,0,0,145,0,0,0,0,0,0,0,0,1,16,0,0,0,0,3,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,18,0
0,5,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,1061746_raw_html.txt,0,0,0,0,0,219,0,0,69,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,57,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,308,0,0,0,6,0,0,0,0,0,0,0,5,68,0,0,54,0,1,6,0,0,0,0,0,0,0,0,0,17,4,0,0,0,1061788_raw_html.txt,2,0,0,0,0,0,0,0,75,0,0,0,0,0,0,1,43,0,0,0,0,0,0,0,0,1,0,158,0,0,0,0,0,0,0,0,2,30,0,0,0,0,4,0,0,0,0,0,0,10,0,0,1,0,0,0,1,0,0,0,0,0,14,0,0,0,0,11,0
3,90,0,0,0,5,3,0,0,0,0,0,0,0,30,0,0,5,0,1,3,0,0,0,3,0,0,0,0,0,6,2,0,0,0,1061794_raw_html.txt,0,0,0,0,0,0,0,0,38,1,0,0,0,0,0,0,64,0,0,0,0,0,1,0,0,0,0,96,0,0,0,0,0,0,0,0,0,35,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,4,0,3,0,0,6,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1061830_raw_html.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,87,0,0,2,8,0,0,0,0,0,0,0,0,66,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,4,5,2,0,0,1061914_raw_html.txt,0,0,0,0,0,10,0,3,96,0,0,0,0,0,0,0,13,0,0,1,0,0,1,0,0,0,0,83,0,0,0,0,1,0,0,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,1
1,88,0,0,4,8,0,0,0,0,3,0,0,4,36,0,0,9,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1061920_raw_html.txt,1,0,0,0,0,0,0,2,7,1,0,0,0,11,0,1,7,0,0,0,0,0,2,0,0,1,0,50,0,0,0,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0
166,2304,0,1,0,8,0,0,0,0,7,1,0,0,919,39,0,440,0,1,1,0,0,0,0,0,194,0,0,0,179,2,0,7,1,1062028_raw_html.txt,0,0,0,0,0,0,0,2,883,1,0,73,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,1791,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,22,0,0,1,0,2,0,2,0,0,0,0,0,5,0,0,0,0,240,0
0,27,0,0,4,13,0,0,0,0,0,0,0,0,10,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1062046_raw_html.txt,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,1,13,0,0,0,0,0,1,0,0,1,0,23,0,0,0,0,0,0,0,0,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
2,114,0,0,0,14,0,0,0,0,0,0,0,1,76,1,0,13,0,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1062118_raw_html.txt,1,0,10,0,0,0,0,2,39,1,0,0,0,0,0,1,34,0,0,0,0,0,2,0,0,11,0,153,0,0,0,0,0,0,0,0,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,20,0,0,0,0,0,100,0,11,0,0,13,0
2,251,0,2,1,9,0,0,0,0,0,0,0,0,147,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,1062154_raw_html.txt,0,0,0,0,0,0,0,17,146,0,1,0,0,0,0,1,14,0,0,0,1,0,1,0,0,0,0,207,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,20,0
4,95,0,0,9,38,0,0,0,0,0,1,4,25,159,1,0,31,0,1,2,0,0,0,1,0,0,0,0,0,37,6,0,0,0,1062166_raw_html.txt,0,0,1,0,0,0,0,2,19,0,1,0,0,0,0,0,22,0,0,0,0,0,1,0,0,0,0,208,1,0,0,0,0,0,0,0,0,64,0,0,0,0,1,0,0,0,0,0,0,22,0,0,1,0,7,0,3,0,0,0,0,0,23,0,0,0,0,27,1
0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1062196_raw_html.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,151,0,0,0,4,0,0,0,0,0,0,49,3,112,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,1062250_raw_html.txt,0,0,7,0,0,0,0,1,125,2,1,0,0,0,0,1,52,0,0,0,0,0,0,0,0,1,0,182,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,6,0,0,0,0,4,1
7,121,0,0,19,19,0,0,0,0,0,1,0,12,138,0,0,63,0,3,3,0,0,0,1,0,1,0,0,1,23,7,0,0,0,1062292_raw_html.txt,5,0,41,0,0,0,0,0,59,1,1,0,0,0,0,0,44,0,0,0,1,0,3,0,0,1,0,239,1,0,2,0,0,0,0,0,1,27,0,0,0,0,9,0,0,0,0,1,0,3,0,0,1,0,4,0,1,0,0,0,0,0,3,0,0,0,0,26,1
3,359,0,2,53,14,0,1,0,0,0,0,0,0,129,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,13,1,5,0,0,1062316_raw_html.txt,0,0,2,0,1,15,0,5,134,1,1,0,0,0,0,1,109,0,0,0,0,0,1,0,0,0,0,144,0,0,0,7,1,0,0,0,56,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,4,0
3,221,0,0,3,11,0,0,0,0,0,0,0,0,67,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,26,0,3,0,0,1062364_raw_html.txt,0,0,0,0,0,10,0,2,47,0,0,0,0,0,0,5,2,0,0,1,0,0,0,0,0,0,0,73,0,0,0,3,5,0,0,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,11,0
0,187,0,0,3,9,0,0,0,0,12,0,0,17,210,4,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1062370_raw_html.txt,0,0,0,0,0,0,0,2,48,0,0,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,267,2,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,34,0
1,79,0,0,0,11,0,0,0,0,0,0,0,0,151,0,0,3,0,1,1,0,0,0,1,0,0,0,0,0,4,1,0,0,0,1062394_raw_html.txt,0,0,12,0,0,0,0,18,100,1,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,1,0,172,0,0,0,0,0,0,0,0,3,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,16,0
5,103,0,0,12,10,0,0,0,0,0,0,6,6,151,5,0,12,0,2,0,0,0,0,0,0,1,0,0,0,12,4,0,0,0,1062418_raw_html.txt,8,0,0,0,0,0,0,5,33,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,7,0,186,0,0,0,0,0,0,0,0,4,26,0,0,0,0,1,0,0,0,0,0,0,6,0,0,2,0,0,0,1,0,0,0,0,0,21,0,0,0,0,28,0
1,92,0,0,4,9,0,0,0,0,0,0,0,0,8,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1062424_raw_html.txt,0,0,0,2,0,0,0,0,22,2,0,0,0,0,0,0,66,0,0,0,0,0,1,0,0,1,0,86,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
2,148,0,0,10,13,0,0,0,0,0,0,0,3,40,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,1062532_raw_html.txt,0,0,0,2,0,0,0,0,35,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,104,0,0,0,21,0,0,0,0,18,39,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,13,0,0,0,0,8,0
0,21,0,0,1,6,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1062760_raw_html.txt,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0
2,133,0,0,12,17,0,0,0,0,0,0,0,0,26,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,1062778_raw_html.txt,0,0,1,6,0,0,0,15,42,5,1,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,7,0
0,52,0,0,0,56,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,1062856_raw_html.txt,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,1,0,12,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,1
1,73,0,0,0,27,0,0,0,0,0,0,0,1,73,1,0,14,0,2,0,0,0,0,0,0,1,0,0,1,3,7,0,0,0,1062868_raw_html.txt,0,0,21,0,0,0,0,1,12,2,0,0,0,0,0,0,23,0,0,0,0,0,2,0,0,1,0,182,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,0
1,187,0,0,13,6,0,0,0,0,8,0,0,0,48,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,1,5,16,7,7,1062946_raw_html.txt,0,0,0,3,0,48,0,9,126,0,0,1,0,0,0,0,36,0,0,2,0,0,0,0,0,0,0,178,0,0,0,0,2,0,0,0,2,36,0,0,0,0,0,0,0,0,0,1,0,23,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0
2,212,0,0,126,4,0,0,0,0,0,0,0,80,581,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1062964_raw_html.txt,3,0,1,0,0,0,0,0,69,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,671,0,0,0,0,0,0,0,0,0,22,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,88,0
3,63,0,0,8,14,0,0,0,0,0,0,0,2,50,1,0,21,0,0,0,0,0,0,1,0,0,0,0,0,16,4,0,0,0,1063024_raw_html.txt,1,0,0,0,0,0,0,8,21,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,9,0
2,97,0,1,8,26,0,0,0,0,0,0,0,0,115,0,0,54,0,35,0,0,0,0,1,0,34,0,0,1,14,6,0,0,0,1063036_raw_html.txt,0,0,4,3,0,0,0,1,75,2,1,0,0,0,0,0,23,0,0,0,0,0,2,0,0,34,0,182,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,6,0,2,0,0,0,0,0,0,0,0,0,0,17,0
3,112,0,2,6,15,0,0,0,0,0,0,0,0,103,0,0,34,0,0,0,0,0,0,8,0,0,0,0,0,14,2,0,0,0,1063084_raw_html.txt,0,0,0,0,0,0,0,8,29,0,1,1,0,0,0,1,45,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,12,0,0,0,0,0,0,0,17,0
3,222,0,0,3,11,0,0,0,0,0,0,0,0,65,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,26,0,3,0,0,1063120_raw_html.txt,0,0,0,0,0,10,0,2,47,0,0,0,0,0,0,5,2,0,0,1,0,0,0,0,0,0,0,73,0,0,0,3,5,0,0,0,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1063204_raw_html.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,91,0,0,2,18,0,0,0,0,12,0,0,1,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,12,3,1063330_raw_html.txt,0,0,0,0,0,0,0,0,34,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,56,0,0,0,2,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,7,0
8,824,0,0,12,12,0,0,0,0,0,0,0,8,63,1,0,141,0,0,26,0,6,0,0,0,0,0,0,0,46,2,7,0,0,1063372_raw_html.txt,2,0,0,0,0,13,0,2,135,0,2,0,0,0,0,0,119,0,0,0,1,0,0,0,0,0,0,355,0,0,0,0,4,0,4,0,10,26,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,6,0,0,0,282,0,0,0,0,14,0
1,328,0,0,0,6,0,0,0,0,0,0,0,0,39,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1063414_raw_html.txt,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1063426_raw_html.txt,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1063438_raw_html.txt,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4,364,0,1,3,23,0,0,0,0,0,0,0,10,88,12,0,90,1,0,0,0,0,0,1,0,0,0,0,0,33,7,0,0,0,106354_raw_html.txt,0,0,0,0,0,0,0,0,124,0,2,0,0,0,0,3,85,0,0,0,0,0,0,0,0,0,0,221,0,0,0,303,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,11,0,1,0,0,46,0,0,0,0,0,0,0,28,0
3,99,0,0,11,24,0,0,0,0,0,0,0,5,100,0,0,8,0,1,0,1,0,0,1,0,0,0,0,0,14,1,7,0,0,1063654_raw_html.txt,0,1,1,0,0,36,0,0,14,0,2,0,0,0,0,0,5,0,0,1,0,0,1,0,0,0,1,113,0,0,0,0,1,0,7,0,0,28,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,13,0
1,26,0,0,0,15,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1063660_raw_html.txt,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,0,0,0,12,0,0,0,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1063726_raw_html.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,54,0,0,4,9,0,0,0,0,0,0,0,1,49,2,0,14,1,0,0,0,0,0,6,0,0,0,0,0,12,1,0,0,0,106372_raw_html.txt,0,0,0,0,0,0,0,1,12,0,1,0,0,0,0,0,22,0,0,0,3,0,0,0,0,0,0,51,0,0,0,11,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1063750_raw_html.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
3,61,0,0,12,6,0,0,0,0,18,0,0,1,57,1,0,62,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,18,1,1063762_raw_html.txt,0,0,0,0,0,0,0,1,64,0,1,0,0,0,0,6,23,0,0,0,0,0,0,0,0,0,0,75,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,10,0
0,10,0,0,1,7,0,0,0,0,0,0,0,0,10,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1063864_raw_html.txt,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0
1,21,0,0,1,3,0,0,0,0,0,0,0,1,146,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1063870_raw_html.txt,9,0,1,0,0,0,0,7,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,162,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0
0,7,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1063894_raw_html.txt,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,27,0,0,5,1,0,0,0,0,0,0,0,3,19,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1063906_raw_html.txt,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
4,180,0,0,11,2,0,0,0,0,0,0,0,0,96,0,0,4,0,1,4,0,0,0,0,0,0,0,0,0,14,1,0,0,0,1063924_raw_html.txt,1,0,1,0,0,0,0,2,18,2,0,0,0,0,0,0,31,0,0,0,0,0,1,0,0,1,0,138,0,0,0,0,0,0,0,0,5,33,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,19,1
0,241,0,0,0,4,1,0,0,0,0,0,0,0,21,14,0,21,0,15,1,0,0,0,10,0,0,0,0,0,1,2,0,0,0,1063960_raw_html.txt,1,0,10,0,0,0,0,1,115,1,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,1,0,184,0,0,0,0,0,0,0,0,2,33,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,6,0
4,59,0,0,1,4,0,0,0,0,0,0,0,1,53,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,17,1,1,0,0,1063984_raw_html.txt,0,0,0,1,0,2,0,2,4,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,59,0,0,0,0,1,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,12,0,0,0,0,19,0
3,100,0,0,11,22,0,8,0,0,0,0,0,5,81,2,0,20,0,0,0,0,0,0,1,0,1,0,0,0,20,0,0,0,0,1064032_raw_html.txt,3,0,0,0,0,0,0,0,112,0,3,0,0,0,0,0,31,0,0,0,1,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,2,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,8,0,50,0,0,19,0,18,0
1,70,0,0,0,36,0,0,0,0,0,0,0,0,37,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,1064224_raw_html.txt,0,0,0,0,0,0,0,4,15,3,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,50,0,0,5,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,8,0,0,12,0,0,0,0,5,0
2,58,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,137,0,0,1064236_raw_html.txt,2,0,0,0,0,311,0,1,9,0,2,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,155,0,0,1,0,57,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,33,0,0,0,3,0,0,0,0,0,0,0,14,75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,106426_raw_html.txt,34,0,0,0,0,82,0,0,17,0,0,0,0,0,0,0,24,0,0,0,3,0,0,0,0,0,0,105,0,0,0,0,20,0,28,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
